,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,coord,Weather_info,population
60115,Castilla y León,Valladolid,Esguevillas de Esgueva,47061000100,ESGUEVILLAS DE ESGUEVA,1.0,0.0,1.0,1.0,"(41.751111111111, 4.3794444444444)","En Esguevillas de Esgueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",269 hab.(2021)
60116,Castilla y León,Valladolid,Fombellida,47062000100,FOMBELLIDA,0.48,0.0,0.86,0.99,"(41.766666666667, 4.1847222222222)","En Fombellida, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",166 hab.(2021)
60117,Castilla y León,Valladolid,Fompedraza,47063000100,FOMPEDRAZA,1.0,0.0,1.0,1.0,"(41.536111111111, 4.1458333333333)","En Fompedraza, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",103 hab.(2021)
60118,Castilla y León,Valladolid,Fontihoyuelo,47064000100,FONTIHOYUELO,0.0,0.0,0.88,0.13,"(42.161944444444, 5.0572222222222)","En Fontihoyuelo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",36 hab.(2021)
60119,Castilla y León,Valladolid,Fresno el Viejo,47065000100,FRESNO EL VIEJO,1.0,0.0,1.0,1.0,,"En Fresno El Viejo, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",
60120,Castilla y León,Valladolid,Fuensaldaña,47066000100,FUENSALDAÑA,0.92,0.92,1.0,1.0,"(41.707222222222, 4.7652777777778)","En Fuensaldaña, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1996 hab.(2021)
60121,Castilla y León,Valladolid,Fuensaldaña,47066000200,MOLAR (EL),0.94,0.0,1.0,1.0,,"En El Molar, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 32 °C y rara vez baja a menos de -5 °C o sube a más de 36 °C.",
60122,Castilla y León,Valladolid,Fuente el Sol,47067000100,FUENTE EL SOL,1.0,0.0,1.0,0.99,,"En Fuente el Sol, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",
60123,Castilla y León,Valladolid,Fuente-Olmedo,47068000100,FUENTE-OLMEDO,0.0,0.0,1.0,1.0,"(41.243333333333, 4.6472222222222)",Not found,34 hab.(2021)
60124,Castilla y León,Valladolid,Gallegos de Hornija,47069000100,GALLEGOS DE HORNIJA,1.0,0.0,1.0,1.0,"(41.609722222222, 5.0983333333333)","En Gallegos de Hornija, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",111 hab.(2021)
60125,Castilla y León,Valladolid,Gatón de Campos,47070000100,GATÓN DE CAMPOS,0.0,0.0,1.0,0.99,"(42.048888888889, 4.9808333333333)","En Gatón de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",27 hab.(2021)
60126,Castilla y León,Valladolid,Geria,47071000100,GERIA,0.69,0.0,0.94,0.78,"(41.578611111111, 4.8763888888889)","En Geria, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",512 hab.(2021)
60127,Castilla y León,Valladolid,Herrín de Campos,47073000100,HERRÍN DE CAMPOS,1.0,0.0,1.0,0.99,"(42.124444444444, 4.9530555555556)","En Herrín de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",119 hab.(2021)
60128,Castilla y León,Valladolid,Hornillos de Eresma,47074000100,HORNILLOS DE ERESMA,0.0,0.0,1.0,1.0,"(41.367222222222, 4.7177777777778)",Not found,174 hab.(2021)
60129,Castilla y León,Valladolid,Hornillos de Eresma,47074000200,LUZ (LA),0.0,0.0,1.0,1.0,,"En Costa de la Luz, los veranos son calurosos, húmedos, áridos y mayormente despejados y los inviernos son fríos, mojados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 29 °C y rara vez baja a menos de 3 °C o sube a más de 35 °C.",
60130,Castilla y León,Valladolid,Íscar,47075000100,ÍSCAR,1.0,1.0,1.0,1.0,"(41.361545, 4.533944)",Not found,6298 hab.(2021)
60131,Castilla y León,Valladolid,Laguna de Duero,47076000300,LAGUNA DE DUERO,0.93,0.93,1.0,1.0,"(41.583055555556, 4.7166666666667)","En Laguna de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",22 633 hab.(2021)
60132,Castilla y León,Valladolid,Langayo,47077000100,LANGAYO,0.7,0.0,1.0,0.99,"(41.569444444444, 4.1977777777778)","En Langreo, los veranos son cortos, cómodos y secos; los inviernos son largos, fríos y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 23 °C y rara vez baja a menos de -0 °C o sube a más de 26 °C.",242 hab.(2021)
60133,Castilla y León,Valladolid,Lomoviejo,47078000100,LOMOVIEJO,0.01,0.0,0.87,0.72,"(41.148888888889, 4.9172222222222)",Not found,178 hab.(2021)
60134,Castilla y León,Valladolid,Llano de Olmedo,47079000100,LLANO DE OLMEDO,0.0,0.0,1.0,1.0,"(41.266944444444, 4.6144444444444)","En Llano de Olmedo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",59 hab.(2021)
60135,Castilla y León,Valladolid,Manzanillo,47080000100,MANZANILLO,0.75,0.0,1.0,0.62,"(41.586388888889, 4.1883333333333)","En Manzanillo, la temporada de lluvia es muy caliente, opresiva y nublada y la temporada seca es caliente, bochornosa y parcialmente nublada. Durante el transcurso del año, la temperatura generalmente varía de 19 °C a 32 °C y rara vez baja a menos de 16 °C o sube a más de 33 °C.","191, 031 hab.[1]​"
60136,Castilla y León,Valladolid,Marzales,47081000100,MARZALES,1.0,0.0,1.0,1.0,"(41.586944444444, 5.1336111111111)","En Manizales, los veranos son cortos y cómodos, los inviernos son cortos y frescos y está mojado y nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de 14 °C a 23 °C y rara vez baja a menos de 12 °C o sube a más de 25 °C.",43 hab.(2021)
60137,Castilla y León,Valladolid,Matapozuelos,47082000100,MATAPOZUELOS,0.97,0.0,1.0,1.0,"(41.4140831, 4.790388)","En Matapozuelos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",1039 hab.(2021)
60138,Castilla y León,Valladolid,Matilla de los Caños,47083000100,MATILLA DE LOS CAÑOS,0.1,0.0,1.0,1.0,"(41.546111111111, 4.9697222222222)","En Matilla de los Caños del Río, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",94 hab.(2021)
60139,Castilla y León,Valladolid,Mayorga,47084000100,MAYORGA,1.0,0.88,1.0,1.0,"(42.1666301, 5.2626995)","En Mayorga, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1471 hab.(2021)
60140,Castilla y León,Valladolid,Mayorga,47084000200,SAN LLORENTE,0.0,0.0,0.65,0.99,"(41.686944444444, 4.0647222222222)","En San Llorente, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",110 hab.(2021)
60141,Castilla y León,Valladolid,Mayorga,47084000300,VILLALOGÁN,0.0,0.0,0.69,0.69,,"En Manuel Villalongín, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 31 °C y rara vez baja a menos de 3 °C o sube a más de 34 °C.",
60142,Castilla y León,Valladolid,Medina del Campo,47085000100,GOMEZNARRO,0.97,0.0,1.0,1.0,"(41.248611111111, 4.8425)",Not found,43 hab.(INE2020)
60143,Castilla y León,Valladolid,Medina del Campo,47085000200,MEDINA DEL CAMPO,0.76,0.76,1.0,1.0,"(41.3085254, 4.9150523)","En Medina del Campo, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",20 271 hab.(2021)
60144,Castilla y León,Valladolid,Medina del Campo,47085000300,RODILANA,1.0,1.0,0.97,0.98,"(41.370833333333, 4.8769444444444)","En Rozdil’na, los veranos son calurosos y mayormente despejados y los inviernos son helados, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -6 °C a 29 °C y rara vez baja a menos de -16 °C o sube a más de 34 °C.",137 hab.(INE2020)
60145,Castilla y León,Valladolid,Medina del Campo,47085000400,SALINAS (LAS),0.99,0.0,1.0,1.0,"(39.338611111111, 3.0536111111111)","En San Pablo de las Salinas, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es cómodo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 26 °C y rara vez baja a menos de 3 °C o sube a más de 30 °C.",5010 hab.(2021)
60146,Castilla y León,Valladolid,Medina de Rioseco,47086000100,MEDINA DE RIOSECO,1.0,1.0,1.0,1.0,"(41.883055555556, 5.0427777777778)","En Medina de Ríoseco, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",4550 hab.(2021)
60147,Castilla y León,Valladolid,Medina de Rioseco,47086000200,MONTE TOROZOS,0.0,0.0,1.0,1.0,,Not found,
60148,Castilla y León,Valladolid,Medina de Rioseco,47086000300,PALACIOS DE CAMPOS,0.67,0.0,1.0,1.0,"(41.906944444444, 4.9452777777778)",Not found,61 hab.(INE2020)
60149,Castilla y León,Valladolid,Megeces,47087000100,MEGECES,0.99,0.0,1.0,1.0,"(41.407222222222, 4.5666666666667)","En Megeces, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",433 hab.(2021)
60150,Castilla y León,Valladolid,Melgar de Abajo,47088000100,MELGAR DE ABAJO,0.31,0.0,1.0,0.96,"(42.2432398, 5.1421583)","En Melgar de Abajo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",120 hab.(2021)
60151,Castilla y León,Valladolid,Melgar de Arriba,47089000100,MELGAR DE ARRIBA,1.0,0.0,1.0,1.0,"(42.268055555556, 5.0975)","En Melgar de Arriba, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",153 hab.(2021)
60152,Castilla y León,Valladolid,Mojados,47090000200,MOJADOS,1.0,1.0,1.0,1.0,"(41.4305877, 4.664366)","En Mojados, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",3311 hab.(2021)
60153,Castilla y León,Valladolid,Monasterio de Vega,47091000100,MONASTERIO DE VEGA,0.98,0.0,1.0,0.99,"(42.23, 5.1808333333333)","En Monasterio de Vega, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",79 hab.(2021)
60154,Castilla y León,Valladolid,Montealegre de Campos,47092000100,MONTEALEGRE DE CAMPOS,0.04,0.0,1.0,0.91,"(41.9025, 4.8994444444444)",Not found,103 hab.(2021)
60155,Castilla y León,Valladolid,Montemayor de Pililla,47093000100,MONTEMAYOR DE PILILLA,1.0,0.12,1.0,1.0,"(41.5090909, 4.4593002)",Not found,852 hab.(2021)
60156,Castilla y León,Valladolid,Moral de la Reina,47094000100,MORAL DE LA REINA,1.0,0.0,1.0,1.0,"(41.985555555556, 5.0730555555556)","En Moral de la Reina, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",150 hab.(2021)
60157,Castilla y León,Valladolid,Moraleja de las Panaderas,47095000100,MORALEJA DE LAS PANADERAS,0.0,0.0,1.0,0.93,"(41.276388888889, 4.8247222222222)","En Moraleja de las Panaderas, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",47 hab.(2021)
60158,Castilla y León,Valladolid,Morales de Campos,47096000100,MORALES DE CAMPOS,0.9,0.0,1.0,0.57,"(41.859722222222, 5.1719444444444)","En Morales de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",141 hab.(2021)
