,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,Weather_info,pob_tot_muni,partido_gov_x,pob_tot_muni.1,partido_gov_y,population,T_minMedia,T_maxMedia,T_minExtrema,T_maxExtrema,location
5439,Castilla y León,Valladolid,Cervillego de la Cruz,47049000100,CERVILLEGO DE LA CRUZ,1.0,0.0,1.0,0.86,"En Cervillego de la Cruz, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",830.0,PSOE,830,PSOE,83 hab.(2021),0,30,-4,35,"{'type': 'Point', 'coordinates': [4.9491666666667, 41.186666666667]}"
5440,Castilla y León,Valladolid,Cigales,47050000100,CIGALES,0.93,0.93,1.0,1.0,"En Cigales, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",5299.0,PSOE,5299,PSOE,5299 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.6997222222222, 41.758055555556]}"
5441,Castilla y León,Valladolid,Ciguñuela,47051000100,CIGUÑUELA,1.0,1.0,1.0,0.99,"En Ciguñuela, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",3750.0,PP,3750,PP,375 hab.(2021),-0,29,-5,34,"{'type': 'Point', 'coordinates': [4.8569444444444, 41.640555555556]}"
5442,Castilla y León,Valladolid,Cistérniga,47052000100,CISTÉRNIGA,1.0,1.0,1.0,1.0,"En Cistérniga, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",9109.0,PSOE,9109,PSOE,9109 hab.(2021),1,30,-4,35,"{'type': 'Point', 'coordinates': [4.6851558, 41.6121464]}"
5443,Castilla y León,Valladolid,Cogeces de Íscar,47053000100,COGECES DE ÍSCAR,1.0,0.0,1.0,1.0,Not found,1420.0,PP,1420,PP,142 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [4.5447222222222, 41.405833333333]}"
5444,Castilla y León,Valladolid,Cogeces del Monte,47054000100,COGECES DEL MONTE,1.0,0.13,1.0,0.99,"En Cogeces del Monte, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",6370.0,PP,6370,PP,637 hab.(2021),-0,29,-4,34,"{'type': 'Point', 'coordinates': [4.3161111111111, 41.511111111111]}"
5445,Castilla y León,Valladolid,Corcos,47055000100,AGUILAREJO,1.0,0.0,1.0,1.0,"En Aguilares, la temporada de lluvia es muy caliente y húmeda, la temporada seca es cómoda y es mayormente despejado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 8 °C a 32 °C y rara vez baja a menos de 3 °C o sube a más de 37 °C.",2030.0,PP,2030,PP,,8,32,3,37,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
5446,Castilla y León,Valladolid,Corcos,47055000200,CORCOS,0.81,0.0,1.0,0.93,"En Islas Cocos, los veranos son mojados, ventosos y mayormente nublados; los inviernos son sumamente ventosos y parcialmente nublados y está caliente y opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 25 °C a 30 °C y rara vez baja a menos de 24 °C o sube a más de 31 °C.",2030.0,PP,2030,PP,203 hab.(2021),25,30,24,31,"{'type': 'Point', 'coordinates': [4.6927777777778, 41.810277777778]}"
5447,Castilla y León,Valladolid,Corrales de Duero,47056000100,CORRALES DE DUERO,0.0,0.0,1.0,0.99,"En Corrales de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",1090.0,PP,1090,PP,109 hab.(2021),-0,29,-5,33,"{'type': 'Point', 'coordinates': [4.0477777777778, 41.672222222222]}"
5448,Castilla y León,Valladolid,Cubillas de Santa Marta,47057000100,CUBILLAS DE SANTA MARTA,0.35,0.0,0.95,0.91,"En Cubillas de Santa Marta, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",3520.0,PP,3520,PP,352 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.5991666666667, 41.831666666667]}"
5449,Castilla y León,Valladolid,Cubillas de Santa Marta,47057000200,VEGALATORRE,0.97,0.0,1.0,1.0,Not found,3520.0,PP,3520,PP,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
5450,Castilla y León,Valladolid,Cuenca de Campos,47058000100,CUENCA DE CAMPOS,0.0,0.0,1.0,1.0,"En Cuenca de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",2080.0,PP,2080,PP,208 hab.(2021),0,29,-4,33,"{'type': 'Point', 'coordinates': [5.0552777777778, 42.058333333333]}"
5451,Castilla y León,Valladolid,Curiel de Duero,47059000100,CURIEL DE DUERO,0.01,0.0,1.0,0.99,"En Curiel de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1180.0,PP,1180,PP,118 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.1, 41.639166666667]}"
5452,Castilla y León,Valladolid,Encinas de Esgueva,47060000100,ENCINAS DE ESGUEVA,1.0,0.0,1.0,1.0,"En Encinas de Esgueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",2210.0,PP,2210,PP,221 hab.(2021),-0,29,-5,33,"{'type': 'Point', 'coordinates': [4.103549, 41.757005]}"
5453,Castilla y León,Valladolid,Esguevillas de Esgueva,47061000100,ESGUEVILLAS DE ESGUEVA,1.0,0.0,1.0,1.0,"En Esguevillas de Esgueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",2690.0,Cs,2690,Cs,269 hab.(2021),-0,29,-4,34,"{'type': 'Point', 'coordinates': [4.3794444444444, 41.751111111111]}"
5454,Castilla y León,Valladolid,Fombellida,47062000100,FOMBELLIDA,0.48,0.0,0.86,0.99,"En Fombellida, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1660.0,PP,1660,PP,166 hab.(2021),-0,29,-4,33,"{'type': 'Point', 'coordinates': [4.1847222222222, 41.766666666667]}"
5455,Castilla y León,Valladolid,Fompedraza,47063000100,FOMPEDRAZA,1.0,0.0,1.0,1.0,"En Fompedraza, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1030.0,PP,1030,PP,103 hab.(2021),-0,29,-4,34,"{'type': 'Point', 'coordinates': [4.1458333333333, 41.536111111111]}"
5456,Castilla y León,Valladolid,Fontihoyuelo,47064000100,FONTIHOYUELO,0.0,0.0,0.88,0.13,"En Fontihoyuelo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",360.0,PP,360,PP,36 hab.(2021),-0,28,-4,33,"{'type': 'Point', 'coordinates': [5.0572222222222, 42.161944444444]}"
5457,Castilla y León,Valladolid,Fresno el Viejo,47065000100,FRESNO EL VIEJO,1.0,0.0,1.0,1.0,"En Fresno El Viejo, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",8480.0,PP,8480,PP,,0,30,-5,35,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
5458,Castilla y León,Valladolid,Fuensaldaña,47066000100,FUENSALDAÑA,0.92,0.92,1.0,1.0,"En Fuensaldaña, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1996.0,PSOE,1996,PSOE,1996 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.7652777777778, 41.707222222222]}"
5459,Castilla y León,Valladolid,Fuensaldaña,47066000200,MOLAR (EL),0.94,0.0,1.0,1.0,"En El Molar, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 32 °C y rara vez baja a menos de -5 °C o sube a más de 36 °C.",1996.0,PSOE,1996,PSOE,,0,32,-5,36,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
5460,Castilla y León,Valladolid,Fuente el Sol,47067000100,FUENTE EL SOL,1.0,0.0,1.0,0.99,"En Fuente el Sol, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",1480.0,PP,1480,PP,,0,30,-4,35,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
5461,Castilla y León,Valladolid,Fuente-Olmedo,47068000100,FUENTE-OLMEDO,0.0,0.0,1.0,1.0,Not found,340.0,PSOE,340,PSOE,34 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [4.6472222222222, 41.243333333333]}"
5462,Castilla y León,Valladolid,Gallegos de Hornija,47069000100,GALLEGOS DE HORNIJA,1.0,0.0,1.0,1.0,"En Gallegos de Hornija, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1110.0,PSOE,1110,PSOE,111 hab.(2021),0,30,-4,34,"{'type': 'Point', 'coordinates': [5.0983333333333, 41.609722222222]}"
5463,Castilla y León,Valladolid,Gatón de Campos,47070000100,GATÓN DE CAMPOS,0.0,0.0,1.0,0.99,"En Gatón de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",270.0,PP,270,PP,27 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.9808333333333, 42.048888888889]}"
5464,Castilla y León,Valladolid,Geria,47071000100,GERIA,0.69,0.0,0.94,0.78,"En Geria, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",5120.0,PSOE,5120,PSOE,512 hab.(2021),0,30,-4,35,"{'type': 'Point', 'coordinates': [4.8763888888889, 41.578611111111]}"
5465,Castilla y León,Valladolid,Herrín de Campos,47073000100,HERRÍN DE CAMPOS,1.0,0.0,1.0,0.99,"En Herrín de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1190.0,PP,1190,PP,119 hab.(2021),0,28,-4,33,"{'type': 'Point', 'coordinates': [4.9530555555556, 42.124444444444]}"
5466,Castilla y León,Valladolid,Hornillos de Eresma,47074000100,HORNILLOS DE ERESMA,0.0,0.0,1.0,1.0,Not found,1740.0,PSOE,1740,PSOE,174 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [4.7177777777778, 41.367222222222]}"
5467,Castilla y León,Valladolid,Hornillos de Eresma,47074000200,LUZ (LA),0.0,0.0,1.0,1.0,"En Costa de la Luz, los veranos son calurosos, húmedos, áridos y mayormente despejados y los inviernos son fríos, mojados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 29 °C y rara vez baja a menos de 3 °C o sube a más de 35 °C.",1740.0,PSOE,1740,PSOE,,7,29,3,35,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
5468,Castilla y León,Valladolid,Íscar,47075000100,ÍSCAR,1.0,1.0,1.0,1.0,Not found,6298.0,PP,6298,PP,6298 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [4.533944, 41.361545]}"
5469,Castilla y León,Valladolid,Laguna de Duero,47076000300,LAGUNA DE DUERO,0.93,0.93,1.0,1.0,"En Laguna de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",22633.0,Independiente,22633,Independiente,22 633 hab.(2021),1,30,-4,35,"{'type': 'Point', 'coordinates': [4.7166666666667, 41.583055555556]}"
5470,Castilla y León,Valladolid,Langayo,47077000100,LANGAYO,0.7,0.0,1.0,0.99,"En Langreo, los veranos son cortos, cómodos y secos; los inviernos son largos, fríos y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 23 °C y rara vez baja a menos de -0 °C o sube a más de 26 °C.",2420.0,PP,2420,PP,242 hab.(2021),4,23,-0,26,"{'type': 'Point', 'coordinates': [4.1977777777778, 41.569444444444]}"
5471,Castilla y León,Valladolid,Lomoviejo,47078000100,LOMOVIEJO,0.01,0.0,0.87,0.72,Not found,1780.0,PP,1780,PP,178 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [4.9172222222222, 41.148888888889]}"
5472,Castilla y León,Valladolid,Llano de Olmedo,47079000100,LLANO DE OLMEDO,0.0,0.0,1.0,1.0,"En Llano de Olmedo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",590.0,PP,590,PP,59 hab.(2021),1,30,-4,35,"{'type': 'Point', 'coordinates': [4.6144444444444, 41.266944444444]}"
5473,Castilla y León,Valladolid,Manzanillo,47080000100,MANZANILLO,0.75,0.0,1.0,0.62,"En Manzanillo, la temporada de lluvia es muy caliente, opresiva y nublada y la temporada seca es caliente, bochornosa y parcialmente nublada. Durante el transcurso del año, la temperatura generalmente varía de 19 °C a 32 °C y rara vez baja a menos de 16 °C o sube a más de 33 °C.",490.0,Cs,490,Cs,"191, 031 hab.[1]​",19,32,16,33,"{'type': 'Point', 'coordinates': [4.1883333333333, 41.586388888889]}"
5474,Castilla y León,Valladolid,Marzales,47081000100,MARZALES,1.0,0.0,1.0,1.0,"En Manizales, los veranos son cortos y cómodos, los inviernos son cortos y frescos y está mojado y nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de 14 °C a 23 °C y rara vez baja a menos de 12 °C o sube a más de 25 °C.",430.0,PSOE,430,PSOE,43 hab.(2021),14,23,12,25,"{'type': 'Point', 'coordinates': [5.1336111111111, 41.586944444444]}"
5475,Castilla y León,Valladolid,Matapozuelos,47082000100,MATAPOZUELOS,0.97,0.0,1.0,1.0,"En Matapozuelos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",1039.0,PP,1039,PP,1039 hab.(2021),1,30,-4,35,"{'type': 'Point', 'coordinates': [4.790388, 41.4140831]}"
5476,Castilla y León,Valladolid,Matilla de los Caños,47083000100,MATILLA DE LOS CAÑOS,0.1,0.0,1.0,1.0,"En Matilla de los Caños del Río, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",940.0,PSOE,940,PSOE,94 hab.(2021),-0,30,-5,34,"{'type': 'Point', 'coordinates': [4.9697222222222, 41.546111111111]}"
5477,Castilla y León,Valladolid,Mayorga,47084000100,MAYORGA,1.0,0.88,1.0,1.0,"En Mayorga, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1471.0,PP,1471,PP,1471 hab.(2021),0,29,-4,33,"{'type': 'Point', 'coordinates': [5.2626995, 42.1666301]}"
5478,Castilla y León,Valladolid,Mayorga,47084000200,SAN LLORENTE,0.0,0.0,0.65,0.99,"En San Llorente, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",1471.0,PP,1471,PP,110 hab.(2021),-0,29,-5,33,"{'type': 'Point', 'coordinates': [4.0647222222222, 41.686944444444]}"
